ISIN,Company,LEVEL2 SECTOR NAME,LEVEL3 SECTOR NAME,LEVEL4 SECTOR NAME,LEVEL5 SECTOR NAME,GEOGRAPHIC DESCR.,TotalValue,EV,SUPPLIERCOSTS
DE000SYM9999,SYMRISE,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,GERMANY,"8,545,773,000","13,882,616,190","3,841,034,136"
TW0001326007,FORMOSA CHEMS.& FIBRE,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,TAIWAN,"14,857,036,000","5,118,704,290","7,891,001,991"
AEE000801010,EMIRATES NBD,Financials,Banks,Banks,Banks,UNITED ARAB EMIRATES,"271,207,089,000","45,859,041,720","15,232,622,424"
MX01WA000038,WALMART DE MEXICO 'V',Consumer Discretion,Retailers,Retailers,Diversified Retailers,MEXICO,"22,710,511,000","55,645,674,330","34,781,165,152"
IL0006954379,MIZRAHI TEFAHOT LTD.,Financials,Banks,Banks,Banks,ISRAEL,"132,624,010,000",NA,"4,576,812,901"
KR7010140002,SAMSUNG HEAVY INDS.,Industrials,Ind. Goods & Services,Ind. Transportation,Marine Transportation,SOUTH KOREA,"11,240,414,000","13,394,873,620","3,941,052,927"
QA000A0KD6J5,BARWA REAL ESTATE,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",QATAR,"10,206,475,000",NA,"385,928,760"
CLP321331116,BANCO DE CREDITO E INVERSION,Financials,Banks,Banks,Banks,CHILE,"83,310,294,000",NA,"3,185,727,366"
CL0000001314,EMPRESAS CMPC,Basic Materials,Basic Resources,Industrial Materials,Paper,CHILE,"16,738,745,000","8,465,871,000","5,556,653,086"
CL0000000100,CENCOSUD,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,CHILE,"15,081,172,000","13,416,869,710","13,286,797,239"
AEE000401019,EMIRATES TELECOM.,Telecommunications,Telecommunications,Telecom. Svs. Prvds.,Telecom. Services,UNITED ARAB EMIRATES,"49,650,245,000","50,242,304,460","8,056,362,059"
KW0EQ0400725,MABANEE,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",KUWAIT,"5,138,605,000","8,278,671,490","328,994,210"
CNE000000VG9,YUNNAN ALUM. 'A',Basic Materials,Basic Resources,Ind. Metals & Mining,Aluminum,CHINA,"5,664,980,000",NA,"5,718,503,480"
CNE000000VB0,NEW HOPE LIUHE 'A',Consumer Staples,"Food, Bev. and Tobacc",Food Producers,"Farming, Fishing",CHINA,"16,035,569,000","10,686,123,350","10,690,107,075"
CNE000001303,HUAGONG TECH. 'A',Technology,Technology,"Tech. Hardware, Equip",Electronic Components,CHINA,"2,826,927,000","3,453,512,380","1,148,978,030"
CNE100000098,INNER MONGOLIA DIAN TOU ENERGY 'A',Energy,Energy,"Oil, Gas and Coal",Coal,CHINA,"7,041,367,000",NA,"2,950,456,497"
US5719032022,MARRIOTT INTL.'A',Consumer Discretion,Travel & Leisure,Travel & Leisure,Hotels & Motels,UNITED STATES,"25,532,000,000","90,271,570,000","3,776,552,286"
CA1363851017,CANADIAN NATURAL RES.,Energy,Energy,"Oil, Gas and Coal",Oil: Crude Producers,CANADA,"59,351,328,000","69,280,813,300","18,695,059,191"
CA5503721063,LUNDIN MINING,Basic Materials,Basic Resources,Ind. Metals & Mining,Nonferrous Metals,CANADA,"10,214,047,000","14,454,620,000","2,507,225,689"
US4370761029,HOME DEPOT,Consumer Discretion,Retailers,Retailers,Home Imprv. Retailers,UNITED STATES,"96,119,000,000","434,022,700,000","120,353,720,514"
US2333311072,DTE ENERGY,Utilities,Utilities,Electricity,Conv. Electricity,UNITED STATES,"48,846,000,000","56,130,430,000","7,765,073,077"
US4595061015,INTL.FLAVORS & FRAG.,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,UNITED STATES,"28,427,000,000","24,037,840,000","8,522,303,256"
US0536111091,AVERY DENNISON,Basic Materials,Basic Resources,Industrial Materials,Diversified Materials,UNITED STATES,"8,294,200,000","17,415,920,000","6,624,209,464"
US0357108390,ANNALY CAPITAL MAN.,Financials,Financial Services,Mortgage REITs,Mge REITs: Resid.,UNITED STATES,"103,556,384,000",NA,"1,899,396,000"
US11133T1034,BROADRIDGE FINL.SLTN.,Financials,Financial Services,Inv. Banking & Broker,Investment Services,UNITED STATES,"8,545,000,000",NA,"1,767,760,918"
US5801351017,MCDONALDS,Consumer Discretion,Travel & Leisure,Travel & Leisure,Restaurants & Bars,UNITED STATES,"51,639,000,000","259,599,600,000","14,791,211,130"
US9621661043,WEYERHAEUSER,Real Estate,Real Estate,REITs,Timber REITs,UNITED STATES,"16,512,000,000","22,418,000,000","2,441,911,780"
CA11271J1075,BROOKFIELD A (NYS),Financials,Financial Services,Inv. Banking & Broker,"Asset Mngr, Custodian",CANADA,"486,633,772,000",NA,"21,063,969,469"
US58155Q1031,MCKESSON,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Drug Retailers,UNITED STATES,"75,140,000,000","110,798,200,000","287,654,456,300"
US69331C1080,PG&E,Utilities,Utilities,Electricity,Conv. Electricity,UNITED STATES,"133,660,000,000","120,507,400,000","15,221,587,819"
US3695501086,GENERAL DYNAMICS,Industrials,Ind. Goods & Services,Aerospace & Defense,Defense,UNITED STATES,"55,861,000,000","99,750,690,000","28,909,440,228"
US9078181081,UNION PACIFIC,Industrials,Ind. Goods & Services,Ind. Transportation,Railroads,UNITED STATES,"67,715,000,000","159,450,100,000","14,207,114,322"
ID1000118201,BANK RAKYAT INDONESIA,Financials,Banks,Banks,Banks,INDONESIA,"123,026,771,000",NA,"8,362,118,601"
CH0009002962,BARRY CALLEBAUT,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,SWITZERLAND,"15,516,448,000","12,459,514,430","14,011,973,743"
US03073E1055,CENCORA,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Drug Retailers,UNITED STATES,"66,855,319,000","72,627,810,000","235,505,543,697"
JP3933800009,LY,Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,JAPAN,"60,947,612,000","14,285,077,660","5,382,476,345"
JP3967200001,RAKUTEN GROUP,Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,JAPAN,"167,969,482,000","-8,645,765,410","6,087,737,200"
HK0027032686,GALAXY ENTERTAINMENT GP.,Consumer Discretion,Travel & Leisure,Travel & Leisure,Casinos & Gambling,HONG KONG,"12,175,437,000","19,611,869,950","3,190,636,006"
US74340W1036,PROLOGIS REIT,Real Estate,Real Estate,REITs,Industrial REITs,UNITED STATES,"95,325,652,000","155,302,900,000","3,263,019,697"
FR0010220475,ALSTOM,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,FRANCE,"36,614,324,000","14,436,692,840","14,302,738,016"
HK0144000764,CHINA MERCHANTS PORT HOLDINGS,Industrials,Ind. Goods & Services,Ind. Transportation,Transport Services,HONG KONG,"21,776,599,000","12,573,690,100","893,128,924"
CNE0000016S0,JIANGSU EXPRESSWAY 'A',Industrials,Ind. Goods & Services,Ind. Transportation,Transport Services,CHINA,"12,288,131,000","14,281,121,570","1,860,101,448"
DE0005200000,BEIERSDORF,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Personal Products,GERMANY,"13,136,154,000","18,755,500,620","8,171,367,488"
US0311621009,AMGEN,Health Care,Health Care,Pharm. & Biotech,Pharmaceuticals,UNITED STATES,"91,839,000,000","213,445,000,000","18,359,582,504"
FR0000120404,ACCOR,Consumer Discretion,Travel & Leisure,Travel & Leisure,Hotels & Motels,FRANCE,"12,207,325,000","15,419,259,410","3,312,572,194"
HK0066009694,MTR,Industrials,Ind. Goods & Services,Ind. Transportation,Railroads,HONG KONG,"47,242,729,000","30,855,857,970","4,526,056,198"
JP3435750009,M3,Health Care,Health Care,Health Care Providers,Health Care Services,JAPAN,"3,838,216,000","7,822,010,130","795,098,867"
US1273871087,CADENCE DESIGN SYS.,Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"7,992,425,000","94,808,690,000","1,948,253,617"
BMG4404N1149,CHINA RUYI HOLDINGS,Consumer Discretion,Media,Media,Entertainment,HONG KONG,"2,963,668,000","3,310,915,600","219,518,252"
US1720621010,CINCINNATI FINL.,Financials,Insurance,Non-life Insurance,Prop. & Casualty Ins.,UNITED STATES,"36,501,000,000",NA,"7,657,065,556"
US0394831020,ARCHER DANIELS MIDLAND,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Fruit & Grain Proc.,UNITED STATES,"53,271,000,000","34,930,380,000","64,756,407,521"
JP3854600008,HONDA MOTOR,Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Automobiles,JAPAN,"204,843,927,000","16,921,192,370","112,062,298,633"
CNE000001NN0,AIR CHINA LIMITED 'A',Consumer Discretion,Travel & Leisure,Travel & Leisure,Airlines,CHINA,"45,592,315,000","46,757,357,870","13,032,335,829"
FI4000552500,SAMPO A,Financials,Insurance,Non-life Insurance,Prop. & Casualty Ins.,FINLAND,"25,344,514,000",NA,"6,981,123,015"
PTEDP0AM0009,EDP ENERGIAS DE PORTUGAL,Utilities,Utilities,Electricity,Alt. Electricity,PORTUGAL,"57,168,420,000","46,429,798,050","9,659,940,406"
DE0005190003,BMW,Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Automobiles,GERMANY,"273,873,177,000","60,135,529,780","113,913,358,115"
DE0005439004,CONTINENTAL,Consumer Discretion,Automobiles & Parts,Automobiles & Parts,Auto Parts,GERMANY,"35,665,186,000","23,122,302,270","31,777,810,915"
DE0006047004,HEIDELBERG MATERIALS,Industrials,Construction & Mats,Construction & Mats,Cement,GERMANY,"38,373,081,000","49,019,459,940","16,363,897,955"
SE0017832488,FASTIGHETS BALDER B,Real Estate,Real Estate,Real Estate Inv & Svs,"Real Estate Hold, Dev",SWEDEN,"24,248,309,000","23,518,938,580","958,856,724"
SE0015949748,BEIJER REF B,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Specialty,SWEDEN,"4,143,624,000","9,052,020,220","2,167,970,739"
ZAE000013181,VALTERRA PLATINUM,Basic Materials,Basic Resources,Prec. Metals & Mining,Plat.& Precious Metal,SOUTH AFRICA,"9,054,917,000","14,802,803,680","3,463,436,116"
TW0002345006,ACCTON TECHNOLOGY,Telecommunications,Telecommunications,Telecom. Equipment,Telecom. Equipment,TAIWAN,"2,622,227,000","17,433,020,890","2,538,253,149"
INE238A01034,AXIS BANK,Financials,Banks,Banks,Banks,INDIA,"193,319,154,000",NA,"10,548,611,668"
INE121A01024,CHOLAMANDALAM INV.& FIN.,Financials,Financial Services,Finance & Credit Svs,Consumer Lending,INDIA,"23,509,096,000","27,769,126,800","920,593,460"
KYG875721634,TENCENT HOLDINGS,Technology,Technology,Software & Comp. Svs.,Consumer Digital Svs,HONG KONG,"240,115,943,000","698,997,227,500","37,970,216,969"
US2435371073,DECKERS OUTDOOR,Consumer Discretion,Consumer Prod & Svs,Personal Goods,Footwear,UNITED STATES,"3,492,661,000","13,822,820,000","2,845,567,915"
US29530P1021,ERIE INDEMNITY 'A',Financials,Insurance,Non-life Insurance,Insurance Brokers,UNITED STATES,"2,888,614,000",NA,"2,563,239,335"
US30212P3038,EXPEDIA GROUP,Consumer Discretion,Travel & Leisure,Travel & Leisure,Travel & Tourism,UNITED STATES,"21,892,000,000","29,797,060,000","7,812,749,675"
US9344231041,WARNER BROS DISCOVERY SERIES A,Consumer Discretion,Media,Media,Entertainment,UNITED STATES,"104,560,000,000","70,099,010,000","16,839,241,213"
US31946M1036,FIRST CTZN.BCSH.A,Financials,Banks,Banks,Banks,UNITED STATES,"223,720,000,000","23,696,300,000","8,677,730,687"
US45168D1046,IDEXX LABORATORIES,Health Care,Health Care,Medical Eq. Services,Medical Equipment,UNITED STATES,"3,167,813,000","52,910,850,000","1,805,712,081"
US4523271090,ILLUMINA,Health Care,Health Care,Pharm. & Biotech,Biotechnology,UNITED STATES,"5,736,000,000","16,487,210,000","2,401,510,732"
JP3914400001,MURATA MANUFACTURING,Technology,Technology,"Tech. Hardware, Equip",Electronic Components,JAPAN,"19,897,809,000","26,024,261,810","8,350,109,542"
CNE100000601,COSCO SHIPPING HDG.'A',Industrials,Ind. Goods & Services,Ind. Transportation,Marine Transportation,CHINA,"68,010,436,000","15,766,347,700","18,770,213,300"
CNE1000004R6,ZHAOJIN MINING IND.'H',Basic Materials,Basic Resources,Prec. Metals & Mining,Gold Mining,CHINA,"7,269,003,000","17,292,743,920","948,925,314"
KYG4232C1087,HAITIAN INTL.HOLDINGS,Industrials,Ind. Goods & Services,Ind. Engineering,Machinery: Industrial,HONG KONG,"4,237,732,000","3,696,785,460","1,484,195,920"
CNE100000957,CHINA COAL ENERGY 'A',Energy,Energy,"Oil, Gas and Coal",Coal,CHINA,"48,639,073,000","22,552,681,230","19,566,406,567"
HK2380027329,CHIN.PWR.INTDVT.,Utilities,Utilities,Electricity,Conv. Electricity,HONG KONG,"46,491,490,000","36,272,945,420","4,719,005,146"
CNE1000000T0,ALUMINUM CORP.OF CHINA 'A',Basic Materials,Basic Resources,Ind. Metals & Mining,Aluminum,CHINA,"29,133,463,000","29,005,014,250","24,927,328,761"
ES0113679I37,BANKINTER 'R',Financials,Banks,Banks,Banks,SPAIN,"125,984,196,000",NA,"3,234,432,437"
INE102D01028,GODREJ CONSUMER PRODUCTS,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Personal Products,INDIA,"2,257,743,000","13,471,847,750","1,346,395,360"
JP3675600005,NISSIN FOODS HOLDINGS,Consumer Staples,"Food, Bev. and Tobacc",Food Producers,Food Products,JAPAN,"5,578,326,000","5,341,116,610","3,931,885,200"
JP3573000001,TOKYO GAS,Utilities,Utilities,"Gas, Water & Mul Util",Gas Distribution,JAPAN,"25,676,127,000","20,514,036,170","12,323,366,738"
JP3111200006,ASAHI KASEI,Basic Materials,Chemicals,Chemicals,Chemicals: Divers.,JAPAN,"26,387,562,000","14,954,312,930","15,072,862,119"
US00724F1012,ADOBE (NAS),Technology,Technology,Software & Comp. Svs.,Software,UNITED STATES,"28,573,000,000","151,342,000,000","9,027,108,570"
CA3518581051,FRANCO-NEVADA,Basic Materials,Basic Resources,Prec. Metals & Mining,Gold Mining,CANADA,"6,298,730,000","29,504,500,000","637,357,972"
US1713401024,CHURCH & DWIGHT CO.,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Nondur.Household Prod,UNITED STATES,"8,883,100,000","22,173,580,000","4,892,715,882"
US1651677353,EXPAND ENERGY,Energy,Energy,"Oil, Gas and Coal",Oil: Crude Producers,UNITED STATES,"27,305,000,000","22,153,170,000","3,211,594,823"
IT0004176001,PRYSMIAN,Industrials,Ind. Goods & Services,Elec. & Electrical Eq,Electrical Components,ITALY,"18,508,247,000","32,832,020,010","12,626,185,238"
JP3711600001,NIPPON SANSO HOLDINGS,Basic Materials,Chemicals,Chemicals,Specialty Chemicals,JAPAN,"16,147,000,000","19,406,806,890","6,491,155,797"
GB00B019KW72,SAINSBURY J,Consumer Staples,Drug & Grocery Stores,Drug & Grocery Stores,Food Retail & Wsale,UNITED KINGDOM,"31,035,529,000","18,062,379,400","33,099,782,545"
